Year,State,District,target_yield,Season,Crop,yield,ndvi,rainfall,temperature
1979,Madhya Pradesh,Narsinghpur,220.24,,,,,,
1980,Madhya Pradesh,Narsinghpur,1061.35,,,,,,
1981,Madhya Pradesh,Narsinghpur,1085.27,,,,,,
1982,Madhya Pradesh,Narsinghpur,1100.63,,,,,,
1983,Madhya Pradesh,Narsinghpur,1163.52,,,,,,
1984,Madhya Pradesh,Narsinghpur,962.5,,,,,,
1985,Madhya Pradesh,Narsinghpur,1496.86,,,,,,
1986,Madhya Pradesh,Narsinghpur,1266.67,,,,,,
1987,Madhya Pradesh,Narsinghpur,1200.0,,,,,,
1988,Madhya Pradesh,Narsinghpur,1006.33,,,,,,
1989,Madhya Pradesh,Narsinghpur,828.36,,,,,,
1990,Madhya Pradesh,Narsinghpur,1114.04,,,,,,
1991,Madhya Pradesh,Narsinghpur,1172.73,,,,,,
1992,Madhya Pradesh,Narsinghpur,1037.74,,,,,,
1993,Madhya Pradesh,Narsinghpur,1100.0,,,,,,
1994,Madhya Pradesh,Narsinghpur,1043.96,,,,,,
1995,Madhya Pradesh,Narsinghpur,800.0,,,,,,
1996,Madhya Pradesh,Narsinghpur,1085.11,,,,,,
1997,Madhya Pradesh,Narsinghpur,1097.56,,,,,,
1998,Madhya Pradesh,Narsinghpur,1166.67,,,,,,
1999,Madhya Pradesh,Narsinghpur,1276.6,,,,,,
2000,Madhya Pradesh,Narsinghpur,842.59,,,,,,
2001,Madhya Pradesh,Narsinghpur,1166.67,,,,,,
2002,Madhya Pradesh,Narsinghpur,700.0,,,,,,
2003,Madhya Pradesh,Narsinghpur,1172.93,,,,,,
2004,Madhya Pradesh,Narsinghpur,1065.57,,,,,,
2005,Madhya Pradesh,Narsinghpur,1067.43,,,,,,
2006,Madhya Pradesh,Narsinghpur,1071.27,,,,,,
2007,Madhya Pradesh,Narsinghpur,649.61,,,,,,
2008,Madhya Pradesh,Narsinghpur,614.5,,,,,,
2009,Madhya Pradesh,Narsinghpur,1111.94,,,,,,
2010,Madhya Pradesh,Narsinghpur,1560.0,,,,,,
2011,Madhya Pradesh,Narsinghpur,1791.67,,,,,,
2012,Madhya Pradesh,Narsinghpur,1333.08,,,,,,
2013,Madhya Pradesh,Narsinghpur,1361.11,,,,,,
2014,Madhya Pradesh,Narsinghpur,1407.22,,,,,,
2015,Madhya Pradesh,Narsinghpur,2627.35,,,,,,
2016,Madhya Pradesh,Narsinghpur,2812.0,,,,,,
2017,Madhya Pradesh,Narsinghpur,4636.83,,,,,,
1966,Madhya Pradesh,Seoni / Shivani,666.67,,,,,,
1967,Madhya Pradesh,Seoni / Shivani,987.18,,,,,,
1968,Madhya Pradesh,Seoni / Shivani,961.07,,,,,,
1969,Madhya Pradesh,Seoni / Shivani,1141.13,,,,,,
1970,Madhya Pradesh,Seoni / Shivani,1216.15,,,,,,
1971,Madhya Pradesh,Seoni / Shivani,1263.4,,,,,,
1972,Madhya Pradesh,Seoni / Shivani,1348.97,,,,,,
1973,Madhya Pradesh,Seoni / Shivani,1388.96,,,,,,
1974,Madhya Pradesh,Seoni / Shivani,659.9,,,,,,
1975,Madhya Pradesh,Seoni / Shivani,1167.26,,,,,,
1976,Madhya Pradesh,Seoni / Shivani,663.99,,,,,,
1977,Madhya Pradesh,Seoni / Shivani,1148.36,,,,,,
1978,Madhya Pradesh,Seoni / Shivani,651.88,,,,,,
1979,Madhya Pradesh,Seoni / Shivani,419.67,,,,,,
1980,Madhya Pradesh,Seoni / Shivani,1118.29,,,,,,
1981,Madhya Pradesh,Seoni / Shivani,972.04,,,,,,
1982,Madhya Pradesh,Seoni / Shivani,864.13,,,,,,
1983,Madhya Pradesh,Seoni / Shivani,1259.85,,,,,,
1984,Madhya Pradesh,Seoni / Shivani,649.07,,,,,,
1985,Madhya Pradesh,Seoni / Shivani,1478.48,,,,,,
1986,Madhya Pradesh,Seoni / Shivani,959.18,,,,,,
1987,Madhya Pradesh,Seoni / Shivani,773.33,,,,,,
1988,Madhya Pradesh,Seoni / Shivani,1305.05,,,,,,
1989,Madhya Pradesh,Seoni / Shivani,1105.86,,,,,,
1990,Madhya Pradesh,Seoni / Shivani,1423.8,,,,,,
1991,Madhya Pradesh,Seoni / Shivani,619.9,,,,,,
1992,Madhya Pradesh,Seoni / Shivani,1005.17,,,,,,
1993,Madhya Pradesh,Seoni / Shivani,1373.98,,,,,,
1994,Madhya Pradesh,Seoni / Shivani,1398.2,,,,,,
1995,Madhya Pradesh,Seoni / Shivani,873.88,,,,,,
1996,Madhya Pradesh,Seoni / Shivani,1041.12,,,,,,
1997,Madhya Pradesh,Seoni / Shivani,893.0,,,,,,
1998,Madhya Pradesh,Seoni / Shivani,1196.19,,,,,,
1999,Madhya Pradesh,Seoni / Shivani,1378.25,,,,,,
2000,Madhya Pradesh,Seoni / Shivani,395.14,,,,,,
2001,Madhya Pradesh,Seoni / Shivani,968.97,,,,,,
2002,Madhya Pradesh,Seoni / Shivani,686.06,,,,,,
2003,Madhya Pradesh,Seoni / Shivani,1456.88,,,,,,
2004,Madhya Pradesh,Seoni / Shivani,738.37,,,,,,
2005,Madhya Pradesh,Seoni / Shivani,1216.62,,,,,,
2006,Madhya Pradesh,Seoni / Shivani,1137.53,,,,,,
2007,Madhya Pradesh,Seoni / Shivani,820.25,,,,,,
2008,Madhya Pradesh,Seoni / Shivani,669.72,,,,,,
2009,Madhya Pradesh,Seoni / Shivani,1047.95,,,,,,
2010,Madhya Pradesh,Seoni / Shivani,1323.3,,,,,,
2011,Madhya Pradesh,Seoni / Shivani,1455.45,,,,,,
2012,Madhya Pradesh,Seoni / Shivani,2057.93,,,,,,
2013,Madhya Pradesh,Seoni / Shivani,2935.24,,,,,,
2014,Madhya Pradesh,Seoni / Shivani,1434.03,,,,,,
2015,Madhya Pradesh,Seoni / Shivani,1412.25,,,,,,
2016,Madhya Pradesh,Seoni / Shivani,2472.53,,,,,,
2017,Madhya Pradesh,Seoni / Shivani,2403.52,,,,,,
1966,Madhya Pradesh,Mandla,245.45,,,,,,
1967,Madhya Pradesh,Mandla,509.09,,,,,,
1968,Madhya Pradesh,Mandla,485.69,,,,,,
1969,Madhya Pradesh,Mandla,620.87,,,,,,
1970,Madhya Pradesh,Mandla,637.21,,,,,,
1971,Madhya Pradesh,Mandla,649.8,,,,,,
1972,Madhya Pradesh,Mandla,411.28,,,,,,
1973,Madhya Pradesh,Mandla,681.34,,,,,,
1974,Madhya Pradesh,Mandla,583.4,,,,,,
1975,Madhya Pradesh,Mandla,757.0,,,,,,
1976,Madhya Pradesh,Mandla,471.44,,,,,,
1977,Madhya Pradesh,Mandla,539.95,,,,,,
1978,Madhya Pradesh,Mandla,591.02,,,,,,
1979,Madhya Pradesh,Mandla,258.76,,,,,,
1980,Madhya Pradesh,Mandla,857.59,,,,,,
1981,Madhya Pradesh,Mandla,688.75,,,,,,
1982,Madhya Pradesh,Mandla,669.86,,,,,,
1983,Madhya Pradesh,Mandla,784.19,,,,,,
1984,Madhya Pradesh,Mandla,413.25,,,,,,
1985,Madhya Pradesh,Mandla,662.56,,,,,,
1986,Madhya Pradesh,Mandla,406.9,,,,,,
1987,Madhya Pradesh,Mandla,659.86,,,,,,
1988,Madhya Pradesh,Mandla,693.89,,,,,,
1989,Madhya Pradesh,Mandla,676.71,,,,,,
1990,Madhya Pradesh,Mandla,786.58,,,,,,
1991,Madhya Pradesh,Mandla,561.49,,,,,,
1992,Madhya Pradesh,Mandla,585.49,,,,,,
1993,Madhya Pradesh,Mandla,792.87,,,,,,
1994,Madhya Pradesh,Mandla,851.33,,,,,,
1995,Madhya Pradesh,Mandla,707.46,,,,,,
1996,Madhya Pradesh,Mandla,817.2,,,,,,
1997,Madhya Pradesh,Mandla,612.77,,,,,,
1998,Madhya Pradesh,Mandla,708.45,,,,,,
1999,Madhya Pradesh,Mandla,929.65,,,,,,
2000,Madhya Pradesh,Mandla,360.73,,,,,,
2001,Madhya Pradesh,Mandla,765.59,,,,,,
2002,Madhya Pradesh,Mandla,529.86,,,,,,
2003,Madhya Pradesh,Mandla,776.2,,,,,,
2004,Madhya Pradesh,Mandla,697.16,,,,,,
2005,Madhya Pradesh,Mandla,736.14,,,,,,
2006,Madhya Pradesh,Mandla,672.93,,,,,,
2007,Madhya Pradesh,Mandla,482.46,,,,,,
2008,Madhya Pradesh,Mandla,465.48,,,,,,
2009,Madhya Pradesh,Mandla,589.67,,,,,,
2010,Madhya Pradesh,Mandla,824.18,,,,,,
2011,Madhya Pradesh,Mandla,1015.6,,,,,,
2012,Madhya Pradesh,Mandla,1010.69,,,,,,
2013,Madhya Pradesh,Mandla,1138.56,,,,,,
2014,Madhya Pradesh,Mandla,1311.0,,,,,,
2015,Madhya Pradesh,Mandla,1699.21,,,,,,
2016,Madhya Pradesh,Mandla,1941.23,,,,,,
2017,Madhya Pradesh,Mandla,3205.25,,,,,,
1966,Madhya Pradesh,Sagar,466.67,,,,,,
1967,Madhya Pradesh,Sagar,733.33,,,,,,
1968,Madhya Pradesh,Sagar,522.88,,,,,,
1969,Madhya Pradesh,Sagar,574.47,,,,,,
1970,Madhya Pradesh,Sagar,700.68,,,,,,
1971,Madhya Pradesh,Sagar,703.23,,,,,,
1972,Madhya Pradesh,Sagar,625.77,,,,,,
1973,Madhya Pradesh,Sagar,794.87,,,,,,
1974,Madhya Pradesh,Sagar,510.07,,,,,,
1975,Madhya Pradesh,Sagar,657.72,,,,,,
1976,Madhya Pradesh,Sagar,564.94,,,,,,
1977,Madhya Pradesh,Sagar,640.52,,,,,,
1978,Madhya Pradesh,Sagar,666.67,,,,,,
1979,Madhya Pradesh,Sagar,104.58,,,,,,
1980,Madhya Pradesh,Sagar,620.92,,,,,,
1981,Madhya Pradesh,Sagar,480.26,,,,,,
1982,Madhya Pradesh,Sagar,596.03,,,,,,
1983,Madhya Pradesh,Sagar,768.21,,,,,,
1984,Madhya Pradesh,Sagar,516.78,,,,,,
1985,Madhya Pradesh,Sagar,856.21,,,,,,
1986,Madhya Pradesh,Sagar,466.67,,,,,,
1987,Madhya Pradesh,Sagar,666.67,,,,,,
1988,Madhya Pradesh,Sagar,613.33,,,,,,
1989,Madhya Pradesh,Sagar,553.85,,,,,,
1990,Madhya Pradesh,Sagar,820.51,,,,,,
1991,Madhya Pradesh,Sagar,626.09,,,,,,
1992,Madhya Pradesh,Sagar,587.16,,,,,,
1993,Madhya Pradesh,Sagar,647.62,,,,,,
1994,Madhya Pradesh,Sagar,615.38,,,,,,
1995,Madhya Pradesh,Sagar,445.65,,,,,,
1996,Madhya Pradesh,Sagar,722.89,,,,,,
1997,Madhya Pradesh,Sagar,655.17,,,,,,
1998,Madhya Pradesh,Sagar,616.28,,,,,,
1999,Madhya Pradesh,Sagar,712.64,,,,,,
2000,Madhya Pradesh,Sagar,540.82,,,,,,
2001,Madhya Pradesh,Sagar,520.83,,,,,,
2002,Madhya Pradesh,Sagar,361.7,,,,,,
2003,Madhya Pradesh,Sagar,618.56,,,,,,
2004,Madhya Pradesh,Sagar,569.47,,,,,,
2005,Madhya Pradesh,Sagar,529.07,,,,,,
2006,Madhya Pradesh,Sagar,513.74,,,,,,
2007,Madhya Pradesh,Sagar,360.61,,,,,,
2008,Madhya Pradesh,Sagar,350.0,,,,,,
2009,Madhya Pradesh,Sagar,616.67,,,,,,
2010,Madhya Pradesh,Sagar,750.0,,,,,,
2011,Madhya Pradesh,Sagar,794.12,,,,,,
2012,Madhya Pradesh,Sagar,633.08,,,,,,
2013,Madhya Pradesh,Sagar,437.24,,,,,,
2014,Madhya Pradesh,Sagar,1066.0,,,,,,
2015,Madhya Pradesh,Sagar,285.71,,,,,,
2016,Madhya Pradesh,Sagar,1000.0,,,,,,
2017,Madhya Pradesh,Sagar,1124.51,,,,,,
1966,Madhya Pradesh,Damoh,288.89,,,,,,
1967,Madhya Pradesh,Damoh,681.82,,,,,,
1968,Madhya Pradesh,Damoh,518.36,,,,,,
1969,Madhya Pradesh,Damoh,578.29,,,,,,
1970,Madhya Pradesh,Damoh,689.94,,,,,,
1971,Madhya Pradesh,Damoh,719.76,,,,,,
1972,Madhya Pradesh,Damoh,655.94,,,,,,
1973,Madhya Pradesh,Damoh,711.66,,,,,,
1974,Madhya Pradesh,Damoh,424.43,,,,,,
1975,Madhya Pradesh,Damoh,710.74,,,,,,
1976,Madhya Pradesh,Damoh,544.72,,,,,,
1977,Madhya Pradesh,Damoh,551.18,,,,,,
1978,Madhya Pradesh,Damoh,590.38,,,,,,
1979,Madhya Pradesh,Damoh,570.88,,,,,,
1980,Madhya Pradesh,Damoh,544.55,,,,,,
1981,Madhya Pradesh,Damoh,472.0,,,,,,
1982,Madhya Pradesh,Damoh,618.95,,,,,,
1983,Madhya Pradesh,Damoh,732.67,,,,,,
1984,Madhya Pradesh,Damoh,477.5,,,,,,
1985,Madhya Pradesh,Damoh,933.85,,,,,,
1986,Madhya Pradesh,Damoh,538.46,,,,,,
1987,Madhya Pradesh,Damoh,788.46,,,,,,
1988,Madhya Pradesh,Damoh,575.24,,,,,,
1989,Madhya Pradesh,Damoh,609.76,,,,,,
1990,Madhya Pradesh,Damoh,806.69,,,,,,
1991,Madhya Pradesh,Damoh,449.25,,,,,,
1992,Madhya Pradesh,Damoh,692.16,,,,,,
1993,Madhya Pradesh,Damoh,751.88,,,,,,
1994,Madhya Pradesh,Damoh,761.28,,,,,,
1995,Madhya Pradesh,Damoh,526.32,,,,,,
1996,Madhya Pradesh,Damoh,668.57,,,,,,
1997,Madhya Pradesh,Damoh,659.7,,,,,,
1998,Madhya Pradesh,Damoh,689.27,,,,,,
1999,Madhya Pradesh,Damoh,834.9,,,,,,
2000,Madhya Pradesh,Damoh,425.93,,,,,,
2001,Madhya Pradesh,Damoh,624.32,,,,,,
2002,Madhya Pradesh,Damoh,290.94,,,,,,
2003,Madhya Pradesh,Damoh,779.47,,,,,,
2004,Madhya Pradesh,Damoh,686.64,,,,,,
2005,Madhya Pradesh,Damoh,645.4,,,,,,
2006,Madhya Pradesh,Damoh,540.37,,,,,,
2007,Madhya Pradesh,Damoh,380.89,,,,,,
2008,Madhya Pradesh,Damoh,508.7,,,,,,
2009,Madhya Pradesh,Damoh,674.46,,,,,,
2010,Madhya Pradesh,Damoh,1033.86,,,,,,
2011,Madhya Pradesh,Damoh,1066.31,,,,,,
2012,Madhya Pradesh,Damoh,993.43,,,,,,
2013,Madhya Pradesh,Damoh,1120.08,,,,,,
2014,Madhya Pradesh,Damoh,1070.76,,,,,,
2015,Madhya Pradesh,Damoh,1132.47,,,,,,
2016,Madhya Pradesh,Damoh,1875.0,,,,,,
2017,Madhya Pradesh,Damoh,1666.71,,,,,,
1966,Madhya Pradesh,Tikamgarh,150.0,,,,,,
1967,Madhya Pradesh,Tikamgarh,500.0,,,,,,
1968,Madhya Pradesh,Tikamgarh,311.11,,,,,,
1969,Madhya Pradesh,Tikamgarh,382.72,,,,,,
1970,Madhya Pradesh,Tikamgarh,420.0,,,,,,
1971,Madhya Pradesh,Tikamgarh,500.0,,,,,,
1972,Madhya Pradesh,Tikamgarh,466.9,,,,,,
1973,Madhya Pradesh,Tikamgarh,359.55,,,,,,
1974,Madhya Pradesh,Tikamgarh,248.0,,,,,,
1975,Madhya Pradesh,Tikamgarh,505.84,,,,,,
1976,Madhya Pradesh,Tikamgarh,472.32,,,,,,
1977,Madhya Pradesh,Tikamgarh,428.06,,,,,,
1978,Madhya Pradesh,Tikamgarh,548.61,,,,,,
1979,Madhya Pradesh,Tikamgarh,31.91,,,,,,
1980,Madhya Pradesh,Tikamgarh,498.27,,,,,,
1981,Madhya Pradesh,Tikamgarh,381.12,,,,,,
1982,Madhya Pradesh,Tikamgarh,539.62,,,,,,
1983,Madhya Pradesh,Tikamgarh,673.54,,,,,,
1984,Madhya Pradesh,Tikamgarh,466.9,,,,,,
1985,Madhya Pradesh,Tikamgarh,764.71,,,,,,
1986,Madhya Pradesh,Tikamgarh,468.75,,,,,,
1987,Madhya Pradesh,Tikamgarh,689.66,,,,,,
1988,Madhya Pradesh,Tikamgarh,908.23,,,,,,
1989,Madhya Pradesh,Tikamgarh,476.67,,,,,,
1990,Madhya Pradesh,Tikamgarh,930.66,,,,,,
1991,Madhya Pradesh,Tikamgarh,742.31,,,,,,
1992,Madhya Pradesh,Tikamgarh,932.81,,,,,,
1993,Madhya Pradesh,Tikamgarh,811.97,,,,,,
1994,Madhya Pradesh,Tikamgarh,856.52,,,,,,
1995,Madhya Pradesh,Tikamgarh,411.21,,,,,,
1996,Madhya Pradesh,Tikamgarh,880.0,,,,,,
1997,Madhya Pradesh,Tikamgarh,834.86,,,,,,
1998,Madhya Pradesh,Tikamgarh,773.58,,,,,,
1999,Madhya Pradesh,Tikamgarh,975.37,,,,,,
2000,Madhya Pradesh,Tikamgarh,674.01,,,,,,
2001,Madhya Pradesh,Tikamgarh,689.66,,,,,,
2002,Madhya Pradesh,Tikamgarh,339.53,,,,,,
2003,Madhya Pradesh,Tikamgarh,842.79,,,,,,
2004,Madhya Pradesh,Tikamgarh,471.59,,,,,,
2005,Madhya Pradesh,Tikamgarh,491.02,,,,,,
2006,Madhya Pradesh,Tikamgarh,394.75,,,,,,
2007,Madhya Pradesh,Tikamgarh,112.82,,,,,,
2008,Madhya Pradesh,Tikamgarh,373.64,,,,,,
2009,Madhya Pradesh,Tikamgarh,409.45,,,,,,
2010,Madhya Pradesh,Tikamgarh,450.0,,,,,,
2011,Madhya Pradesh,Tikamgarh,726.5,,,,,,
2012,Madhya Pradesh,Tikamgarh,475.79,,,,,,
2013,Madhya Pradesh,Tikamgarh,351.45,,,,,,
2014,Madhya Pradesh,Tikamgarh,410.0,,,,,,
2015,Madhya Pradesh,Tikamgarh,111.67,,,,,,
2016,Madhya Pradesh,Tikamgarh,1000.0,,,,,,
2017,Madhya Pradesh,Tikamgarh,359.65,,,,,,
1966,Madhya Pradesh,Chhatarpur,250.0,,,,,,
1967,Madhya Pradesh,Chhatarpur,500.0,,,,,,
1968,Madhya Pradesh,Chhatarpur,242.42,,,,,,
1969,Madhya Pradesh,Chhatarpur,392.86,,,,,,
1970,Madhya Pradesh,Chhatarpur,465.12,,,,,,
1971,Madhya Pradesh,Chhatarpur,456.99,,,,,,
1972,Madhya Pradesh,Chhatarpur,435.48,,,,,,
1973,Madhya Pradesh,Chhatarpur,432.58,,,,,,
1974,Madhya Pradesh,Chhatarpur,210.53,,,,,,
1975,Madhya Pradesh,Chhatarpur,786.16,,,,,,
1976,Madhya Pradesh,Chhatarpur,633.72,,,,,,
1977,Madhya Pradesh,Chhatarpur,781.91,,,,,,
1978,Madhya Pradesh,Chhatarpur,778.3,,,,,,
1979,Madhya Pradesh,Chhatarpur,10.15,,,,,,
1980,Madhya Pradesh,Chhatarpur,775.51,,,,,,
1981,Madhya Pradesh,Chhatarpur,574.36,,,,,,
1982,Madhya Pradesh,Chhatarpur,794.87,,,,,,
1983,Madhya Pradesh,Chhatarpur,1005.05,,,,,,
1984,Madhya Pradesh,Chhatarpur,700.0,,,,,,
1985,Madhya Pradesh,Chhatarpur,1074.42,,,,,,
1986,Madhya Pradesh,Chhatarpur,454.55,,,,,,
1987,Madhya Pradesh,Chhatarpur,750.0,,,,,,
1988,Madhya Pradesh,Chhatarpur,735.43,,,,,,
1989,Madhya Pradesh,Chhatarpur,715.79,,,,,,
1990,Madhya Pradesh,Chhatarpur,935.0,,,,,,
1991,Madhya Pradesh,Chhatarpur,647.96,,,,,,
1992,Madhya Pradesh,Chhatarpur,813.13,,,,,,
1993,Madhya Pradesh,Chhatarpur,835.05,,,,,,
1994,Madhya Pradesh,Chhatarpur,896.04,,,,,,
1995,Madhya Pradesh,Chhatarpur,435.23,,,,,,
1996,Madhya Pradesh,Chhatarpur,888.89,,,,,,
1997,Madhya Pradesh,Chhatarpur,698.49,,,,,,
1998,Madhya Pradesh,Chhatarpur,786.07,,,,,,
1999,Madhya Pradesh,Chhatarpur,1046.15,,,,,,
2000,Madhya Pradesh,Chhatarpur,449.2,,,,,,
2001,Madhya Pradesh,Chhatarpur,683.91,,,,,,
2002,Madhya Pradesh,Chhatarpur,445.95,,,,,,
2003,Madhya Pradesh,Chhatarpur,858.02,,,,,,
2004,Madhya Pradesh,Chhatarpur,664.54,,,,,,
2005,Madhya Pradesh,Chhatarpur,643.24,,,,,,
2006,Madhya Pradesh,Chhatarpur,422.91,,,,,,
2007,Madhya Pradesh,Chhatarpur,210.62,,,,,,
2008,Madhya Pradesh,Chhatarpur,431.86,,,,,,
2009,Madhya Pradesh,Chhatarpur,453.61,,,,,,
2010,Madhya Pradesh,Chhatarpur,617.98,,,,,,
2011,Madhya Pradesh,Chhatarpur,868.13,,,,,,
2012,Madhya Pradesh,Chhatarpur,374.78,,,,,,
2013,Madhya Pradesh,Chhatarpur,884.54,,,,,,
2014,Madhya Pradesh,Chhatarpur,867.0,,,,,,
2015,Madhya Pradesh,Chhatarpur,333.75,,,,,,
2016,Madhya Pradesh,Chhatarpur,1082.5,,,,,,
2017,Madhya Pradesh,Chhatarpur,470.77,,,,,,
1966,Madhya Pradesh,Panna,195.35,,,,,,
1967,Madhya Pradesh,Panna,357.14,,,,,,
1968,Madhya Pradesh,Panna,275.86,,,,,,
1969,Madhya Pradesh,Panna,470.95,,,,,,
1970,Madhya Pradesh,Panna,446.12,,,,,,
1971,Madhya Pradesh,Panna,527.72,,,,,,
1972,Madhya Pradesh,Panna,476.01,,,,,,
1973,Madhya Pradesh,Panna,349.3,,,,,,
1974,Madhya Pradesh,Panna,217.84,,,,,,
1975,Madhya Pradesh,Panna,431.03,,,,,,
1976,Madhya Pradesh,Panna,351.82,,,,,,
1977,Madhya Pradesh,Panna,443.66,,,,,,
1978,Madhya Pradesh,Panna,430.31,,,,,,
1979,Madhya Pradesh,Panna,9.73,,,,,,
1980,Madhya Pradesh,Panna,442.59,,,,,,
1981,Madhya Pradesh,Panna,338.32,,,,,,
1982,Madhya Pradesh,Panna,401.13,,,,,,
1983,Madhya Pradesh,Panna,510.64,,,,,,
1984,Madhya Pradesh,Panna,244.62,,,,,,
1985,Madhya Pradesh,Panna,703.78,,,,,,
1986,Madhya Pradesh,Panna,388.89,,,,,,
1987,Madhya Pradesh,Panna,666.67,,,,,,
1988,Madhya Pradesh,Panna,590.55,,,,,,
1989,Madhya Pradesh,Panna,592.21,,,,,,
1990,Madhya Pradesh,Panna,791.37,,,,,,
1991,Madhya Pradesh,Panna,420.69,,,,,,
1992,Madhya Pradesh,Panna,600.0,,,,,,
1993,Madhya Pradesh,Panna,561.02,,,,,,
1994,Madhya Pradesh,Panna,662.87,,,,,,
1995,Madhya Pradesh,Panna,380.88,,,,,,
1996,Madhya Pradesh,Panna,587.14,,,,,,
1997,Madhya Pradesh,Panna,643.77,,,,,,
1998,Madhya Pradesh,Panna,587.73,,,,,,
1999,Madhya Pradesh,Panna,736.76,,,,,,
2000,Madhya Pradesh,Panna,369.6,,,,,,
2001,Madhya Pradesh,Panna,547.47,,,,,,
2002,Madhya Pradesh,Panna,323.48,,,,,,
2003,Madhya Pradesh,Panna,458.82,,,,,,
2004,Madhya Pradesh,Panna,395.86,,,,,,
2005,Madhya Pradesh,Panna,620.58,,,,,,
2006,Madhya Pradesh,Panna,453.58,,,,,,
2007,Madhya Pradesh,Panna,307.43,,,,,,
2008,Madhya Pradesh,Panna,514.36,,,,,,
2009,Madhya Pradesh,Panna,490.57,,,,,,
2010,Madhya Pradesh,Panna,960.89,,,,,,
2011,Madhya Pradesh,Panna,995.11,,,,,,
2012,Madhya Pradesh,Panna,1019.96,,,,,,
2013,Madhya Pradesh,Panna,1134.66,,,,,,
2014,Madhya Pradesh,Panna,1369.11,,,,,,
2015,Madhya Pradesh,Panna,315.09,,,,,,
2016,Madhya Pradesh,Panna,2598.99,,,,,,
2017,Madhya Pradesh,Panna,2400.68,,,,,,
1966,Madhya Pradesh,Rewa,103.75,,,,,,
1967,Madhya Pradesh,Rewa,500.0,,,,,,
1968,Madhya Pradesh,Rewa,114.55,,,,,,
1969,Madhya Pradesh,Rewa,574.33,,,,,,
1970,Madhya Pradesh,Rewa,462.86,,,,,,
1971,Madhya Pradesh,Rewa,522.21,,,,,,
1972,Madhya Pradesh,Rewa,470.65,,,,,,
1973,Madhya Pradesh,Rewa,419.39,,,,,,
1974,Madhya Pradesh,Rewa,324.14,,,,,,
1975,Madhya Pradesh,Rewa,529.04,,,,,,
1976,Madhya Pradesh,Rewa,369.51,,,,,,
1977,Madhya Pradesh,Rewa,663.59,,,,,,
1978,Madhya Pradesh,Rewa,478.73,,,,,,
1979,Madhya Pradesh,Rewa,29.57,,,,,,
1980,Madhya Pradesh,Rewa,509.34,,,,,,
1981,Madhya Pradesh,Rewa,544.78,,,,,,
1982,Madhya Pradesh,Rewa,517.3,,,,,,
1983,Madhya Pradesh,Rewa,501.26,,,,,,
1984,Madhya Pradesh,Rewa,382.57,,,,,,
1985,Madhya Pradesh,Rewa,575.81,,,,,,
1986,Madhya Pradesh,Rewa,407.08,,,,,,
1987,Madhya Pradesh,Rewa,423.08,,,,,,
1988,Madhya Pradesh,Rewa,430.01,,,,,,
1989,Madhya Pradesh,Rewa,518.52,,,,,,
1990,Madhya Pradesh,Rewa,960.2,,,,,,
1991,Madhya Pradesh,Rewa,306.05,,,,,,
1992,Madhya Pradesh,Rewa,573.31,,,,,,
1993,Madhya Pradesh,Rewa,621.45,,,,,,
1994,Madhya Pradesh,Rewa,890.16,,,,,,
1995,Madhya Pradesh,Rewa,699.17,,,,,,
1996,Madhya Pradesh,Rewa,719.03,,,,,,
1997,Madhya Pradesh,Rewa,506.49,,,,,,
1998,Madhya Pradesh,Rewa,985.66,,,,,,
1999,Madhya Pradesh,Rewa,593.33,,,,,,
2000,Madhya Pradesh,Rewa,548.96,,,,,,
2001,Madhya Pradesh,Rewa,939.48,,,,,,
2002,Madhya Pradesh,Rewa,683.72,,,,,,
2003,Madhya Pradesh,Rewa,939.5,,,,,,
2004,Madhya Pradesh,Rewa,632.45,,,,,,
2005,Madhya Pradesh,Rewa,963.72,,,,,,
2006,Madhya Pradesh,Rewa,647.61,,,,,,
2007,Madhya Pradesh,Rewa,346.05,,,,,,
2008,Madhya Pradesh,Rewa,644.56,,,,,,
2009,Madhya Pradesh,Rewa,638.91,,,,,,
2010,Madhya Pradesh,Rewa,661.12,,,,,,
2011,Madhya Pradesh,Rewa,1177.74,,,,,,
2012,Madhya Pradesh,Rewa,1616.47,,,,,,
2013,Madhya Pradesh,Rewa,1789.92,,,,,,
2014,Madhya Pradesh,Rewa,1808.82,,,,,,
2015,Madhya Pradesh,Rewa,947.69,,,,,,
2016,Madhya Pradesh,Rewa,2793.65,,,,,,
2017,Madhya Pradesh,Rewa,5159.93,,,,,,
1966,Madhya Pradesh,Sidhi,127.87,,,,,,
1967,Madhya Pradesh,Sidhi,491.8,,,,,,
1968,Madhya Pradesh,Sidhi,218.58,,,,,,
1969,Madhya Pradesh,Sidhi,568.15,,,,,,
1970,Madhya Pradesh,Sidhi,309.35,,,,,,
1971,Madhya Pradesh,Sidhi,427.48,,,,,,
1972,Madhya Pradesh,Sidhi,427.46,,,,,,
1973,Madhya Pradesh,Sidhi,405.18,,,,,,
1974,Madhya Pradesh,Sidhi,252.92,,,,,,
1975,Madhya Pradesh,Sidhi,536.8,,,,,,
1976,Madhya Pradesh,Sidhi,351.62,,,,,,
1977,Madhya Pradesh,Sidhi,628.1,,,,,,
1978,Madhya Pradesh,Sidhi,508.46,,,,,,
1979,Madhya Pradesh,Sidhi,64.44,,,,,,
1980,Madhya Pradesh,Sidhi,519.21,,,,,,
1981,Madhya Pradesh,Sidhi,387.25,,,,,,
